zipcode,name,tel,beonji,address
766-704,영덕세무서,054-733-2101,남산리 61-1,경북 영덕군　
520-130,나주세무서,061-330-0200,1125,전남 나주시　
530-704,목포세무서,061-241-1200,3-2,전남 목포시　
540-712,순천세무서,061-720-0200,1379,전남 순천시　
555-712,여수세무서,061-688-0200,726-36,전남 여수시　
536-809,해남세무서,061-530-6200,해리 441-1,전남 해남군　
573-880,군산세무서,063-470-3200,854,전북 군산시　
590-986,남원세무서,063-620-2500,205-1,전북 남원시　
570-956,익산세무서,063-840-0200,352-98,전북 익산시　
561-826,북전주세무서,063-249-1200,734-17,전북 전주시　
560-870,전주세무서,063-250-0200,1406,전북 전주시　
580-758,정읍세무서,063-530-1200,211-1,전북 정읍시　
690-733,제주세무서,064-720-5200,1860-1,제주 제주시　
314-800,공주세무서,041-850-3200,18,충남 공주시　
320-702,논산세무서,041-730-8200,647,충남 논산시　
355-939,보령세무서,041-930-9200,58-2,충남 보령시　
356-030,서산세무서,041-660-9200,398-10,충남 서산시　
330-010,천안세무서,041-5598-200,216-1,충남 천안시　
340-808,예산세무서,041-330-5200,주교리 200-3,충남 예산군　
350-804,홍성세무서,041-630-4200,소향리 384-2,충남 홍성군　
390-150,제천세무서,043-649-2200,604-1,충북 제천시　
360-013,동청주세무서,043-229-4200,4-6,충북 청주시　
361-707,청주세무서,043-230-9200,262-1,충북 청주시　
380-230,충주세무서,043-841-6200,277-1,충북 충주시　
370-802,영동세무서,043-740-6200,계산리 673-1,충북 영동군　
423-836,시흥세무서광명지서,02-2610-8200,251,경기 광명시　
415-734,서인천세무서김포지서,031-980-3200,186-8,경기 김포시　
483-032,의정부세무서동두천지서,031-869-7610~1,683-17,경기 동두천시
465-810,이천세무서하남지서,031-792-2100,521-4,경기 하남시　
656-815,통영세무서거제지서,055-630-7200,577,경남 거제시　
664-831,진주세무서사천지서,055-835-5795~9,97,경남 사천시　
667-804,진주세무서하동지서,055-884-2101~4,읍내리 265-21,경남 하동군　
799-801,포항세무서울릉지서,054-791-2100,도동리 266,경북 울릉군　
767-801,영덕세무서울진지서,054-783-2100,읍내리 347,경북 울진군　
769-805,안동세무서의성지서,054-832-7005~9,후죽리 509-1,경북 의성군　
546-905,순천세무서벌교지서,061-859-2200,벌교리 871-5,전남 보성군　
576-804,익산세무서김제지서,063-540-0200,494-20,전북 김제시　
567-806,전주세무서진안지서,063-430-5200,군하리 125-13,전북 진안군　
137-750,대법원,02-3480-1100,967,서울 서초구　
137-746,법원공무원교육원,02-530-1114,1700-1,서울 서초구　
137-744,법원행정처,02-3480-1100,967,서울 서초구　
137-738,서울가정법원,02-530-1114,1701-1,서울 서초구　
137-735,서울고등법원,02-530-1114,1701-1,서울 서초구　
137-737,서울중앙지방법원,02-530-1114,1701-1,서울 서초구　
137-744,서울행정법원,02-3476-2654,1701-1,서울 서초구　
611-741,부산고등법원,051-590-1114,1500,부산 연제구　
410-777,사법연수원,031-920-3114,,경기 고양시　
143-705,서울동부지방법원,02-2204-2114,680-22,서울 광진구　
139-705,서울북부지방법원,02-3399-7114,622,서울 노원구　
121-713,서울서부지방법원,02-3271-1114,105-1,서울 마포구　
158-736,서울남부지방법원,02-2192-1114,313-1,서울 양천구　
611-742,부산지방법원,051-590-0001~2,1500,부산 연제구　
706-714,대구고등법원,053-757-6600,176-1,대구 수성구　
706-714,대구지방법원,053-757-6600,176-1,대구 수성구　
501-703,광주고등법원,062-232-1882,342-1,광주 동구　　
302-720,대전지방법원,042-470-1114,1390,대전 서구　　
680-704,울산지방법원,052-228-8000,635-3,울산 남구　　
200-715,춘천지방법원,033-259-9177,356,강원 춘천시　
443-704,수원지방법원,031-210-1114~5,80,경기 수원시　
480-707,의정부지방법원,031-828-0114,364,경기 의정부시
641-705,창원지방법원,055-266-2200~11,1,경남 창원시　
561-758,전주지방법원,063-259-5400,1416-1,전북 전주시　
361-705,청주지방법원,043-7114~5,93-1,충북 청주시　
611-745,부산지방법원가정지원,051-590-1114,1133,부산 해운대구
612-703,부산지방법원동부지원,051-780-1114,1133,부산 해운대구
704-716,대구지방법원서부지원,053-570-2200,230,대구 달서구　
703-013,대구지방법원가정지원,053-571-0677,,대구 서구　　
210-923,춘천지방법원강릉지원,033-643-7371~3,846-7,강원 강릉시　
217-809,춘천지방법원속초지원,033-633-2182,300,강원 속초시　
220-715,춘천지방법원원주지원,033-735-4906,1008-91,강원 원주시　
230-805,춘천지방법원영월지원,033-372-4922,영흥리 876,강원 영월군　
420-704,인천지방법원부천지원,032-320-1114,445-1,경기 부천시　
461-706,수원지방법원성남지원,031-737-1114,75,경기 성남시　
450-719,수원지방법원평택지원,031-650-3114,152-3,경기 평택시　
469-703,수원지방법원여주지원,031-880-7516~7,홍문리 146-3,경기 여주군　
627-703,창원지방법원밀양지원,055-350-2574,428,경남 밀양시　
660-703,창원지방법원진주지원,055-760-3300,295-4,경남 진주시　
650-831,창원지방법원통영지원,055-640-8500,동달리 857,경남 통영시　
670-809,창원지방법원거창지원,055-944-1216,중앙리 433,경남 거창군　
780-705,대구지방법원경주지원,054-770-4300,203,경북 경주시　
740-706,대구지방법원김천지원,054-420-2114,1224,경북 김천시　
742-260,대구지방법원상주지원,054-533-1503,652-2,경북 상주시　
760-702,대구지방법원안동지원,054-850-5090,235-1,경북 안동시　
791-705,대구지방법원포항지원,054-250-3050,768,경북 포항시　
766-702,대구지방법원영덕지원,054-733-3311,남석1리 311-2,경북 영덕군　
769-803,대구지방법원의성지원,054-833-1174,중리리 748-7,경북 의성군　
530-708,광주지방법원목포지원,061-276-2131~4,824,전남 목포시　
540-706,광주지방법원순천지원,061-752-2103,412,전남 순천시　
529-804,광주지방법원장흥지원,061-863-7351,남동리 88,전남 장흥군　
536-803,광주지방법원해남지원,061-532-1882,구교리 391,전남 해남군　
573-707,전주지방법원군산지원,063-450-5000,880,전북 군산시　
590-704,전주지방법원남원지원,063-625-2015,141,전북 남원시　
580-030,전주지방법원정읍지원,063-535-5101,610,전북 정읍시　
314-801,대전지방법원공주지원,041-854-0999,332,충남 공주시　
320-902,대전지방법원논산지원,041-745-2035,대흥리 46-1,충남 논산시　
350-807,대전지방법원홍성지원,041-634-6700,오관리 108,충남 홍성군　
390-705,청주지방법원제천지원,043-643-2003,16-2,충북 제천시　
380-705,청주지방법원충주지원,043-841-9114,720-2,충북 충주시　
370-802,청주지방법원영동지원,043-742-3701~2,681-4,충북 영동군　
701-040,경산시법원,053-816-3719,29,대구 동구　　
417-801,강화군법원,032-934-8947~8,갑곳리 340-2,인천 강화군　
240-812,동해시법원,033-531-8929,830,강원 동해시　
245-080,삼척시법원,033-574-8255~6,737,강원 삼척시　
219-801,고성군법원,033-681-4130~1,상리 202,강원 고성군　
255-806,양구군법원,033-481-1544,중리 5-2,강원 양구군　
215-803,양양군법원,033-672-2080~1,성내리 7,강원 양양군　
252-806,인제군법원,033-462-6221~2,상동리 345-8,강원 인제군　
233-804,정선군법원,033-563-7401,봉양리 145-2,강원 정선군　
269-805,철원군법원,033-452-0587,신철원리 615-1,강원 철원군　
232-806,평창군법원,033-333-0397,중리 334,강원 평창군　
250-805,홍천군법원,033-434-7242~3,신장대리 68-12,강원 홍천군　
209-802,화천군법원,033-442-0124,상리 49-5,강원 화천군　
225-807,횡성군법원,033-343-5281~2,읍상리 300-1,강원 횡성군　
412-811,고양시법원,031-967-8140,588-1,경기 고양시　
423-729,광명시법원,02-681-6390~1,252,경기 광명시　
464-801,광주시법원,031-763-2187~8,63-1,경기 광주시　
415-801,김포시법원,031-982-3102~3,240-2,경기 김포시　
472-715,남양주시법원,031-553-6097~8,158-4,경기 남양주시
483-722,동두천시법원,031-862-2411,284-20,경기 동두천시
425-710,안산시법원,031-413-2194,525-2,경기 안산시　
456-070,안성시법원,031-673-8596,8,경기 안성시　
447-802,오산시법원,031-374-0328~9,884-11,경기 오산시　
449-930,용인시법원,031-338-2212~3,391-28,경기 용인시　
467-713,이천시법원,031-635-7040,116,경기 이천시　
413-708,파주시법원,031-945-8668,78,경기 파주시　
487-805,포천군법원,031-535-6765,376-5,경기 포천시　
477-704,가평군법원,031-582-9747,읍내리 685-1,경기 가평군　
476-802,양평군법원,031-772-5998,양근리 448-7,경기 양평군　
486-705,연천군법원,031-834-3673,차탄리 57-45,경기 연천군　
656-803,거제시법원,055-637-3098,967-3,경남 거제시　
621-705,김해시법원,055-322-6220~1,619-1,경남 김해시　
631-704,마산시법원,055-222-5462~3,26-8,경남 마산시　
664-703,사천시법원,055-833-9485,83-9,경남 사천시　
626-800,양산시법원,055-388-4072,373,경남 양산시　
645-150,진해시법원,055-542-9592,11-1,경남 진해시　
638-803,고성군법원,055-672-4792,동외리 509-1,경남 고성군　
668-802,남해군법원,055-864-6904,북변리 235-2,경남 남해군　
666-804,산청군법원,055-973-5608,산청리 181-1,경남 산청군　
636-805,의령군법원,055-572-5320~1,중동리 261-3,경남 의령군　
635-805,창녕군법원,055-533-8104,말흘리 318-1,경남 창녕군　
667-804,하동군법원,055-884-0602~3,읍내리 237-3,경남 하동군　
637-702,함안군법원,055-583-8260~1,말산리 590-3,경남 함안군　
676-806,함양군법원,055-963-8682,운림리 39-3,경남 함양군　
678-801,합천군법원,055-934-0071,합천리 325-1,경남 합천군　
712-190,경산시법원,053-818-3719,633-1,경북 경산시　
730-818,구미시법원,054-455-6660,420,경북 구미시　
745-701,문경시법원,054-555-9485,666-3,경북 문경시　
750-768,영주시법원,054-634-3885,393-1,경북 영주시　
770-704,영천시법원,054-332-2365,117-1,경북 영천시　
717-801,고령군법원,054-955-9999,지산리 2-4,경북 고령군　
716-804,군위군법원,054-383-1271,동부리 332-2,경북 군위군　
755-805,봉화군법원,054-672-6644,해저리 105-7,경북 봉화군　
719-801,성주군법원,054-931-8400,경산리 661-3,경북 성주군　
764-805,영양군법원,054-683-1698,서부리 108-3,경북 영양군　
757-806,예천군법원,054-652-0608,대심리 734-1,경북 예천군　
767-801,울진군법원,054-783-8010,읍내리 336,경북 울진군　
714-902,청도군법원,054-373-6794~5,범곡리 124-1,경북 청도군　
763-802,청송군법원,054-873-6043,월막리 69-5,경북 청송군　
718-805,칠곡군법원,054-973-2867,왜관리 777-10,경북 칠곡군　
545-879,광양시법원,061-791-8018~9,1314-1,전남 광양시　
520-130,나주시법원,061-336-0044,1126,전남 나주시　
555-702,여수시법원,061-681-1688,97-1,전남 여수시　
548-804,고흥군법원,061-833-0180,옥하리 190,전남 고흥군　
516-800,곡성군법원,061-363-0072~3,읍내리 160,전남 곡성군　
542-803,구례군법원,061-781-7878,봉남리 218-2,전남 구례군　
517-804,담양군법원,061-381-0852,지침리 56-1,전남 담양군　
534-803,무안군법원,061-452-8692,성남리 175-4,전남 무안군　
546-802,보성군법원,061-852-1660~1,보성리 770,전남 보성군　
513-807,영광군법원,061-351-2546,무령리 363,전남 영광군　
526-802,영암군법원,061-473-4560,서남리 70-1,전남 영암군　
537-800,완도군법원,061-554-9809,군내리 341,전남 완도군　
515-805,장성군법원,061-393-3138,영천리 1090-4,전남 장성군　
539-803,진도군법원,061-543-5828,성내리 53-1,전남 진도군　
525-804,함평군법원,061-324-2343~4,함평리 122,전남 함평군　
519-805,화순군법원,061-374-6124,훈리 26-4,전남 화순군　
576-803,김제시법원,063-547-2806,190-1,전북 김제시　
570-705,익산시법원,063-854-5592,127,전북 익산시　
585-801,고창군법원,063-561-2011~2,교촌리 70-1,전북 고창군　
568-805,무주군법원,063-322-0590~1,읍내리 831-2,전북 무주군　
579-807,부안군법원,063-584-8608~9,선은리 301-14,전북 부안군　
595-805,순창군법원,063-653-6202~3,순화리 292,전북 순창군　
566-805,임실군법원,063-642-1990~2,이도리 266-5,전북 임실군　
597-800,장수군법원,063-351-4385~6,장수리 454-10,전북 장수군　
567-806,진안군법원,063-433-2810,군하리 81-4,전북 진안군　
355-010,보령시법원,041-931-0501,423-14,충남 보령시　
336-705,아산시법원,041-549-0698,1418,충남 아산시　
312-802,금산군법원,041-754-1722,상리 91-12,충남 금산군　
323-806,부여군법원,041-836-2215,동남리 689,충남 부여군　
339-801,연기군법원,041-867-4500,교리 8-11,충남 연기군　
367-805,괴산군법원,043-834-9922,동부리 673-3,충북 괴산군　
395-805,단양군법원,043-423-3166,별곡리 303,충북 단양군　
376-803,보은군법원,043-543-2520,교사리 54-13,충북 보은군　
373-806,옥천군법원,043-731-2025,금구리 3-1,충북 옥천군　
369-807,음성군법원,043-872-0881,읍내리 725-2,충북 음성군　
365-803,진천군법원,043-534-0855,교성리 237-2,충북 진천군　
135-875,강남등기소,1544-0773 ,124-12,서울 강남구　
157-737,강서등기소,02-2695-7999,980-26,서울 강서구　
151-717,관악등기소,1544-0773 ,1062-12,서울 관악구　
143-705,서울동부지방법원 등기과,02-2204-2500~5,680-22,서울 광진구　
152-843,구로등기소,02-865-1036 ,107-3,서울 구로구　
132-706,도봉등기소,02-998-2717 ,337번지,서울 도봉구　
130-811,동대문등기소,02-925-0999 ,92-3,서울 동대문구
156-031,동작등기소,1544-0773 ,170-1,서울 동작구　
121-713,서울서부지방법원 등기과,02-3271-1505,105-1,서울 마포구　
120-847,서대문등기소,02-379-2975 ,273-6,서울 서대문구
